"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"凤***月","京享值666115","star5","做活动买的很实惠，比实体店优惠很多。今天快递员给我打电话，说快递到了。然后我收到货后刚玩打开，忽然天空传来一到响雷。吓了我一大跳，刚刚还是蓝天白云的。我知道这东西肯定不一般，我怀着激动而又庄严的心情打开了快递。里面一个的包装盒居然闪耀这金光，天呐！太不可思议了，我和我的小伙伴们都惊呆了。光是这包装盒都做的如此精致，包装盒上面的图案也是栩栩如生活灵活现。这个时候我却不敢打开包装盒了，我怕。我怕闪到我的眼睛，我赶忙从我的保险箱里拿出我的暴龙眼镜。带上眼镜以后我才一点一点的打开包装盒，而窗户外面也打起了道道闪电和轰轰的响雷。突然我家的们响了起来，我赶忙将还没有打开的包装盒藏起来，我知道外卖来的人肯定图谋不轨。藏好以后我才去屋门打开，谁啊我说，我一看是我的邻居。我说有什么事么？她说你刚才取得快递呢我看看你买的啥，我说快递？什么快递，我没买快递啊。她说我都看见了，你快拿出来我看看。我说不可能，我收快递的时候外面一个人都没有，你从哪看见的？她说其实我没看见，我刚经过你家门口，看到你家窗户发出道道金光，外面也响起了道道雷电。我猜想你肯定是又淘到什么宝贝了，我说没有没有，那金光是我开的灯。她说不可能，","2017-12-03 10:03","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.1502981"
"Q***p","PLUS会员","star5","暴力。无耻不带纸箱子。把热水器立起来站到上面打孔。让我找梯子。你们干什么的，我买的368元四季沐歌花洒套装让装。要400元天啊你们要脸吗，后来花洒成功退货了京东我赞一个。这个安装工一星也不给。还把我的凳子压坏了","2017-12-30 02:05","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.1913261"
"j***3","京享值5934","star5","京东发货很快，2018年2月3日下午4点买的，2月4号早上就送到了，美的客服人员也很耐心叫我怎么预约安装，热水器也很不错，安装师傅2月5号早上就给我装好，马上就能用，第一次在京东上购买家电，服务很好，很满意。","2018-02-05 12:04","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.2253471"
"一***茶","PLUS会员","star5","双十一活动优惠，帮同事买的，送货也很快，第二天就收货了，隔周约好时间安装，同事用着也很不错哦","2017-11-29 23:04","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.2603714"
"jd183696bnv","PLUS会员","star5","1.下单到送货，速度真快，双十二下单10个小时后收到货。很给力！2.客服第一时间打电话是否收货，贴心！3.美的客服打电话什么时候可以安装，周到！4.安装师傅，有耐心，安装的很到位，我们很满意！5.第一次在京东购大件，还包安装，感谢京东！我们很满意。?","2017-12-14 19:16","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.6423563"
"兵临下城","京享值2750","star5","外观完好，未出现破损，送到后下午就过去师傅给安装了，速度很快，安装费185，有点儿小贵！遥控器信号接受不太好，能不能改良，遥控距离延长！","2018-01-26 16:21","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.6683740"
"j***5","京享值7351","star5","安装师傅服不错，热水器也不错，安装师傅也很爱护东西，还帮忙收拾垃圾，就是自我感觉安装费有点小贵。别的都很好。","2017-12-16 20:00","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.6943995"
"j***g","京享值27695","star5","美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)  美的是我的信赖，本想要个60升数显的，却要到个遥控的，现后悔莫及，不知该咋办？产品质量不错，售后服务也是一流的，京东物流超快，上门安装好，服务很好。","2017-12-12 01:14","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.7214094"
"j***r","京享值3479","star5","美的热水器非常好，买的60升的大小正合适，全自动一点不用费心，用电量很小很安全的！上门安装的师傅也很到位！","2017-12-19 10:46","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.7484272"
"m***j","PLUS会员","star5","京东速度就是快，安装也很及时，到货第二天就给安装完成，收费还可以，希望以后用得方便！","2017-12-16 20:24","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.7764450"
"j***8","京享值13232","star5","外观简介，质感一流，造型优美，使用方便，产品很漂亮 送货师傅服务非常好，安装师傅服务非常满意 注意京东商城下单后，美的售后服务就已经跟上了 这点我很喜欢 效率高，售后客服这边提前预约时间安装 时间都由客户这边为准，感谢京东商城的服务理念……效率高 客服态度非常好……","2018-03-05 23:49","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.8094683"
"m***e","PLUS会员","star5","客服很好，耐心解答。送货很快，当天就送货。安装师傅转天一早就来了，施工很专业，也很负责任。热水器加热速度快，外观设计合理，操作简便。美的质量也可靠，售后有保证。总之都很好，推荐！","2018-02-12 11:37","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.8394889"
"j***x","京享值13308","star5","宝贝收到了，京东物流很给力，中午下单第二天就到了，安装师傅很专业，中间有很多困难，但是最后，嗯，安得特别好，我们很满意，节省了很多时间","2018-02-04 11:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.8715097"
"鱼***蒜","京享值1676","star5","双十二购买的，才3天就到内蒙古了，物流给力。短信及时跟进，安装师傅也紧着打电话通知，安装手法也好，还让留好发票，告诉我们质保八年，给师傅点赞。送货之后还有客服打电话问满意不，美的大品牌，家用电器这方面还是要相信大牌子。","2017-12-18 20:32","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:24.9055309"
"你***了","京享值1705","star5","非常满意的一次购物，一直都很支持美的，大品牌质量售后都有所保障。热水器是在预计送达的时间，京东会在商品到达前，通知安装人员主动联系，预约好安装时间，安装免费，材料费需另付！再次感谢辛勤的安装人员！","2018-02-05 15:45","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.2587775"
"j***z","京享值5874","star5","平时不在家，给爸妈买的，天气也冷了，在家可以洗上热水澡，感觉还不错，加热挺快的，刚开始用还没有发现什么不好的，物流速度挺快的，后期的安装也是速度，要是电源可以自动断电就好了，希望不会出现什么故障","2018-02-12 19:11","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.2927985"
"q***0","PLUS会员","star5","价格超级实惠，送货非常及时，送货师傅服务相当的不错，帮我搬到楼上还帮忙拨打售后电话安装，安装师傅及时赶到，安装技术非常到位，按完耐心的讲解使用方法，京东购物太满意了！！！","2018-02-27 18:42","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.3198168"
"欧***d","京享值15836","star5","热水器不错，物流飞快，昨晚下的单，今中午就到了，安装师傅人很好，有耐心.","2018-02-05 19:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.3518385"
"鞋***么","PLUS会员","star5","不错，大过年的，美的也没休息，第二天就收到了，第三天上午就安装好了，没有用辅料，安装没有收费。师傅非常专业，安装完了还给收拾屋子，还给调试。还给讲解了如何使用，非常贴心。","2018-02-22 13:57","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.3778574"
"p***0","京享值5049","star5","这个热水器确实大气美观实用，安装的师傅也是熟手，安装十分老练，大概弄了两个小时就搞定，一点都不漏水，专业就是不一样，还好当初没有选择自己弄，感谢感谢！唯一不爽的就是，刚买了就降价了，非常郁闷","2018-02-09 22:06","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.4048755"
"j***空","京享值15273","star5","因为是老房子，师傅非常专业，给出专业意见。要给师傅32个赞赞赞赞！。","2018-02-14 11:45","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.4328939"
"j***d","京享值3414","star5","京东服务特别好，配送也快。送货前打电话预约，家里有人才送过来，特别人性化。货到后，配送师傅主动帮忙给的售后电很好，打电话叫客服，第二天师傅就来装了，说话很客话，气，安装比较到位，安装完毕后还教给我们怎么用，服务很热情到位! 师傅试水5分钟,确认没问题后给看了收费标准，不高70元搞定! 感觉选择美的大牌子还是没错的!。安装的特别仔细，安装时还穿的美的工服。美的真的值的信赖。","2018-01-26 19:31","0","0","[购买38天后追评]","工具箱啥时到的你们？","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.4629121"
"水***缘","京享值8491","star5","美的大品牌，物美价廉，安装师傅也给力，配件花了130多元就搞定了。全家4个人60L容量也够用，还带遥控器设定，挺方便的。还带中保功能，水温保持45度，需要冲凉打开就能用，总体来说很满意。","2018-02-27 10:45","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.4939335"
"浩***购","京享值2355","star5","这是第二次在京东上买大件，第一次是一个微波炉，感觉都还不错。这次安装师傅服务也很到位，就是下雪耽误了几天，之后也很快就到货了，现在太阳能、热水器都可以用，很方便。希望质量上能够多用几年。","2018-02-02 17:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:28.5299584"
